mt
16850
50000 11
 0 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.05205 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.1041 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.1964 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.2887 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.48835 -64.9998 -64.9999 -64.9999 -65 -65 -65 -65 -65 -65 -65
 2.688 -64.9993 -64.9994 -64.9996 -64.9998 -64.9998 -65 -64.9999 -64.9999 -65 -64.9999
 2.88764 -64.998 -64.9982 -64.999 -64.9995 -64.9996 -64.9999 -64.9996 -64.9998 -65 -64.9998
 3.22001 -64.9925 -64.9934 -64.9961 -64.9981 -64.9983 -64.9995 -64.9986 -64.9991 -64.9999 -64.9992
 3.55238 -64.9809 -64.9831 -64.9901 -64.9952 -64.9958 -64.9988 -64.9965 -64.9978 -64.9997 -64.9979
 4.08133 -64.9444 -64.9509 -64.9713 -64.9859 -64.9876 -64.9965 -64.9897 -64.9936 -64.9991 -64.994
 4.61028 -64.8806 -64.8945 -64.9382 -64.9696 -64.9733 -64.9925 -64.9778 -64.9862 -64.9982 -64.987
 5.13923 -64.7867 -64.8113 -64.8891 -64.9454 -64.9521 -64.9864 -64.96 -64.9752 -64.9967 -64.9766
 5.66818 -64.6624 -64.7012 -64.8239 -64.9131 -64.9237 -64.9784 -64.9363 -64.9605 -64.9947 -64.9627
 6.19713 -64.5094 -64.5653 -64.743 -64.8729 -64.8884 -64.9683 -64.9068 -64.9422 -64.9923 -64.9453
 6.99326 -64.2303 -64.3169 -64.5941 -64.7985 -64.8229 -64.9497 -64.8521 -64.9082 -64.9877 -64.9131
 7.7894 -63.8999 -64.022 -64.4157 -64.7087 -64.7439 -64.927 -64.786 -64.867 -64.9822 -64.8741
