mt
10160
50000 11
 0 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.04562 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.09124 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.17121 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.25118 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 2.42269 -65 -65 -64.9999 -64.9999 -64.9999 -65 -65 -65 -65 -65
 2.59421 -64.9999 -64.9999 -64.9998 -64.9996 -64.9997 -64.9998 -64.9999 -64.9999 -64.9999 -65
 2.76573 -64.9998 -64.9996 -64.9993 -64.9989 -64.9989 -64.9994 -64.9996 -64.9998 -64.9998 -64.9999
 3.05191 -64.9993 -64.9984 -64.9971 -64.9957 -64.9958 -64.9976 -64.9982 -64.9993 -64.9993 -64.9995
 3.3381 -64.9981 -64.9958 -64.9923 -64.9886 -64.9889 -64.9937 -64.9953 -64.9981 -64.998 -64.9986
 3.79831 -64.9941 -64.9869 -64.976 -64.9645 -64.9655 -64.9803 -64.9853 -64.994 -64.9938 -64.9957
 4.25853 -64.9867 -64.9705 -64.946 -64.9202 -64.9222 -64.9555 -64.9668 -64.9864 -64.986 -64.9903
 4.71875 -64.9752 -64.9451 -64.8997 -64.852 -64.8558 -64.9172 -64.9383 -64.9747 -64.9739 -64.982
 5.17896 -64.9593 -64.9102 -64.8362 -64.7589 -64.7651 -64.8648 -64.8991 -64.9586 -64.9572 -64.9705
 5.63918 -64.9391 -64.8657 -64.7557 -64.6412 -64.6504 -64.7981 -64.8491 -64.938 -64.936 -64.9558
 6.33823 -64.9002 -64.7806 -64.6024 -64.4185 -64.4331 -64.6709 -64.7537 -64.8984 -64.8951 -64.9275
 7.03728 -64.852 -64.6756 -64.4145 -64.1474 -64.1686 -64.5146 -64.636 -64.8493 -64.8445 -64.8924
