mt
7705
10000 10
 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 -65 -65 -65 -65 -65 -65 -65 -65 -65 -65
 -64.9999 -64.9998 -64.9999 -64.9999 -64.9998 -64.9999 -64.9999 -64.9998 -64.9999 -64.9999
 -64.9998 -64.9994 -64.9997 -64.9998 -64.9994 -64.9997 -64.9998 -64.9994 -64.9997 -64.9998
 -64.999 -64.9976 -64.9987 -64.999 -64.9976 -64.9987 -64.999 -64.9976 -64.9987 -64.999
 -64.9971 -64.9933 -64.9963 -64.9971 -64.9933 -64.9963 -64.9971 -64.9933 -64.9963 -64.9971
 -64.9904 -64.9779 -64.9878 -64.9904 -64.9779 -64.9878 -64.9904 -64.9779 -64.9878 -64.9904
 -64.9774 -64.9478 -64.9711 -64.9774 -64.9478 -64.9711 -64.9774 -64.9478 -64.9711 -64.9774
 -64.9565 -64.8998 -64.9444 -64.9565 -64.8998 -64.9444 -64.9565 -64.8998 -64.9444 -64.9565
 -64.9268 -64.8321 -64.9067 -64.9268 -64.8321 -64.9067 -64.9268 -64.8321 -64.9067 -64.9268
 -64.8881 -64.7443 -64.8574 -64.8881 -64.7443 -64.8574 -64.8881 -64.7443 -64.8574 -64.8881
 -64.8109 -64.5704 -64.7593 -64.8109 -64.5704 -64.7593 -64.8109 -64.5704 -64.7593 -64.8109
 -64.7131 -64.3527 -64.6354 -64.7131 -64.3527 -64.6354 -64.7131 -64.3527 -64.6354 -64.7131
 -64.5962 -64.0955 -64.4876 -64.5962 -64.0955 -64.4876 -64.5962 -64.0955 -64.4876 -64.5962
 -64.462 -63.8039 -64.3184 -64.462 -63.8039 -64.3184 -64.462 -63.8039 -64.3184 -64.462
 -64.3122 -63.483 -64.1303 -64.3122 -63.483 -64.1303 -64.3122 -63.483 -64.1303 -64.3122
 -64.0608 -62.9531 -63.8156 -64.0608 -62.9531 -63.8156 -64.0608 -62.9531 -63.8156 -64.0608
 -63.7841 -62.3809 -63.4708 -63.7841 -62.3809 -63.4708 -63.7841 -62.3809 -63.4708 -63.7841
 -63.4872 -61.7773 -63.1026 -63.4872 -61.7773 -63.1026 -63.4872 -61.7773 -63.1026 -63.4872
 -63.1746 -61.1492 -62.7168 -63.1746 -61.1492 -62.7168 -63.1746 -61.1492 -62.7168 -63.1746
 -62.6569 -60.1066 -62.0807 -62.6569 -60.1066 -62.0807 -62.6569 -60.1066 -62.0807 -62.6569
 -62.5244 -59.8351 -61.9183 -62.5244 -59.8351 -61.9183 -62.5244 -59.8351 -61.9183 -62.5244
 -62.3908 -59.5578 -61.7549 -62.3908 -59.5578 -61.7549 -62.3908 -59.5578 -61.7549 -62.3908
 -62.1584 -59.0595 -61.4706 -62.1584 -59.0595 -61.4706 -62.1584 -59.0595 -61.4706 -62.1584
 -61.9243 -58.523 -61.1843 -61.9243 -58.523 -61.1843 -61.9243 -58.523 -61.1843 -61.9243
 -61.8656 -58.38 -61.1125 -61.8656 -58.38 -61.1125 -61.8656 -58.38 -61.1125 -61.8656
 -61.8069 -58.2321 -61.0406 -61.8069 -58.2321 -61.0406 -61.8069 -58.2321 -61.0406 -61.8069
 -61.7481 -58.078 -60.9686 -61.7481 -58.078 -60.9686 -61.7481 -58.078 -60.9686 -61.7481
 -61.6892 -57.9163 -60.8966 -61.6892 -57.9163 -60.8966 -61.6892 -57.9163 -60.8966 -61.6892
 -61.6546 -57.8167 -60.8542 -61.6546 -57.8167 -60.8542 -61.6546 -57.8167 -60.8542 -61.6546
 -61.62 -57.7129 -60.8117 -61.62 -57.7129 -60.8117 -61.62 -57.7129 -60.8117 -61.62
 -61.5988 -57.6467 -60.7858 -61.5988 -57.6467 -60.7858 -61.5988 -57.6467 -60.7858 -61.5988
 -61.5776 -57.5782 -60.7598 -61.5776 -57.5782 -60.7598 -61.5776 -57.5782 -60.7598 -61.5776
 -61.5564 -57.5069 -60.7338 -61.5564 -57.5069 -60.7338 -61.5564 -57.5069 -60.7338 -61.5564
 -61.5443 -57.4646 -60.7189 -61.5443 -57.4646 -60.7189 -61.5443 -57.4646 -60.7189 -61.5443
 -61.5321 -57.421 -60.704 -61.5321 -57.421 -60.704 -61.5321 -57.421 -60.704 -61.5321
 -61.52 -57.376 -60.6891 -61.52 -57.376 -60.6891 -61.52 -57.376 -60.6891 -61.52
 -61.5118 -57.3446 -60.679 -61.5118 -57.3446 -60.679 -61.5118 -57.3446 -60.679 -61.5118
 -61.5036 -57.3124 -60.6689 -61.5036 -57.3124 -60.6689 -61.5036 -57.3124 -60.6689 -61.5036
 -61.4953 -57.2791 -60.6588 -61.4953 -57.2791 -60.6588 -61.4953 -57.2791 -60.6588 -61.4953
 -61.4871 -57.2447 -60.6487 -61.4871 -57.2447 -60.6487 -61.4871 -57.2447 -60.6487 -61.4871
 -61.4789 -57.209 -60.6387 -61.4789 -57.209 -60.6387 -61.4789 -57.209 -60.6387 -61.4789
 -61.4707 -57.1717 -60.6286 -61.4707 -57.1717 -60.6286 -61.4707 -57.1717 -60.6286 -61.4707
 -61.4625 -57.1326 -60.6185 -61.4625 -57.1326 -60.6185 -61.4625 -57.1326 -60.6185 -61.4625
 -61.4543 -57.0912 -60.6084 -61.4543 -57.0912 -60.6084 -61.4543 -57.0912 -60.6084 -61.4543
 -61.4461 -57.0471 -60.5983 -61.4461 -57.0471 -60.5983 -61.4461 -57.0471 -60.5983 -61.4461
 -61.4378 -56.9999 -60.5882 -61.4378 -56.9999 -60.5882 -61.4378 -56.9999 -60.5882 -61.4378
 -61.4296 -56.9487 -60.5781 -61.4296 -56.9487 -60.5781 -61.4296 -56.9487 -60.5781 -61.4296
 -61.4214 -56.8929 -60.568 -61.4214 -56.8929 -60.568 -61.4214 -56.8929 -60.568 -61.4214
 -61.4132 -56.8315 -60.5579 -61.4132 -56.8315 -60.5579 -61.4132 -56.8315 -60.5579 -61.4132
 -61.405 -56.7635 -60.5478 -61.405 -56.7635 -60.5478 -61.405 -56.7635 -60.5478 -61.405
 -61.3968 -56.6875 -60.5377 -61.3968 -56.6875 -60.5377 -61.3968 -56.6875 -60.5377 -61.3968
 -61.3885 -56.6024 -60.5276 -61.3885 -56.6024 -60.5276 -61.3885 -56.6024 -60.5276 -61.3885
 -61.3828 -56.5367 -60.5206 -61.3828 -56.5367 -60.5206 -61.3828 -56.5367 -60.5206 -61.3828
 -61.3771 -56.4652 -60.5136 -61.3771 -56.4652 -60.5136 -61.3771 -56.4652 -60.5136 -61.3771
 -61.3714 -56.3872 -60.5065 -61.3714 -56.3872 -60.5065 -61.3714 -56.3872 -60.5065 -61.3714
 -61.3656 -56.3019 -60.4995 -61.3656 -56.3019 -60.4995 -61.3656 -56.3019 -60.4995 -61.3656
 -61.3599 -56.2088 -60.4924 -61.3599 -56.2088 -60.4924 -61.3599 -56.2088 -60.4924 -61.3599
 -61.3542 -56.1069 -60.4854 -61.3542 -56.1069 -60.4854 -61.3542 -56.1069 -60.4854 -61.3542
 -61.3485 -55.9953 -60.4783 -61.3485 -55.9953 -60.4783 -61.3485 -55.9953 -60.4783 -61.3485
 -61.3427 -55.8732 -60.4713 -61.3427 -55.8732 -60.4713 -61.3427 -55.8732 -60.4713 -61.3427
 -61.337 -55.7394 -60.4643 -61.337 -55.7394 -60.4643 -61.337 -55.7394 -60.4643 -61.337
 -61.3313 -55.5928 -60.4572 -61.3313 -55.5928 -60.4572 -61.3313 -55.5928 -60.4572 -61.3313
 -61.3256 -55.4321 -60.4502 -61.3256 -55.4321 -60.4502 -61.3256 -55.4321 -60.4502 -61.3256
 -61.3198 -55.2562 -60.4431 -61.3198 -55.2562 -60.4431 -61.3198 -55.2562 -60.4431 -61.3198
